start_frame,end_frame,class
26077,26082,Jab
26083,26089,Cross
26090,26100,Lead Hook
26107,26114,Rear Hook
26119,26130,Lead Hook
26138,26145,Rear Uppercut
26146,26154,Lead Hook
26162,26170,Rear Hook
26172,26181,Lead Hook
26190,26198,Rear Uppercut
26200,26212,Lead Hook
26216,26222,Rear Uppercut
26223,26230,Lead Hook
26260,26266,Jab
26267,26274,Cross
26278,26285,Jab
26285,26291,Jab
26292,26300,Cross
26301,26311,Lead Hook
26318,26324,Rear Uppercut
26325,26334,Lead Hook
26338,26349,Rear Hook
26350,26361,Lead Hook
26363,26374,Rear Uppercut
26374,26384,Lead Hook
26388,26399,Rear Hook
26402,26413,Lead Hook
26416,26426,Rear Uppercut
26427,26435,Lead Hook
26442,26450,Rear Uppercut
26452,26463,Lead Hook
26470,26480,Rear Hook
26483,26496,Lead Hook
26500,26509,Rear Uppercut
26510,26519,Lead Hook
26520,26527,Rear Uppercut
26528,26537,Lead Hook
26552,26562,Lead Hook
26567,26576,Cross
26577,26588,Lead Hook
26611,26618,Rear Uppercut
26619,26628,Lead Hook
26633,26639,Rear Hook
26655,26662,Lead Hook
26671,26679,Rear Hook
26683,26690,Lead Hook
26691,26695,Rear Uppercut
26696,26702,Lead Hook
26713,26721,Rear Uppercut
26724,26733,Lead Hook
26751,26760,Lead Hook
26761,26767,Rear Hook
26767,26776,Lead Hook
26781,26788,Rear Uppercut
26789,26797,Lead Hook
26851,26863,Jab
26864,26875,Cross
26884,26897,Jab
26908,26918,Jab
26935,26946,Cross
26962,26974,Rear Hook
26976,26986,Lead Hook
26993,27004,Jab
27016,27027,Cross
27038,27050,Rear Uppercut
27051,27064,Lead Hook
27073,27087,Cross
27093,27103,Jab
27104,27112,Jab
27113,27123,Cross
27138,27147,Jab
27165,27175,Cross
27192,27201,Jab
27207,27218,Lead Hook
27239,27249,Jab
27263,27272,Cross
27292,27305,Lead Hook
27311,27324,Cross
27333,27344,Rear Uppercut
27344,27355,Lead Hook
27360,27370,Rear Hook
27374,27386,Lead Hook
27396,27405,Rear Uppercut
27406,27414,Lead Hook
27415,27425,Cross
27428,27439,Jab
27441,27451,Cross
27452,27462,Lead Hook
27491,27499,Jab
27500,27509,Cross
27513,27525,Jab
27568,27577,Rear Hook
27606,27618,Rear Uppercut
27619,27630,Lead Hook
27669,27677,Rear Hook
27677,27688,Lead Hook
27688,27694,Rear Hook
27695,27701,Lead Hook
27709,27715,Cross
27716,27724,Lead Hook
27757,27766,Rear Hook
27770,27778,Lead Hook
27801,27809,Lead Hook
27809,27814,Cross
27816,27822,Cross
27822,27828,Jab
27829,27834,Jab
27835,27839,Cross
27840,27842,Cross
27843,27845,Jab
27845,27847,Cross
27847,27850,Jab
27850,27853,Cross
27853,27856,Jab
27857,27862,Cross
27863,27869,Jab
27870,27874,Jab
27875,27879,Rear Uppercut
27879,27885,Lead Hook
27892,27899,Rear Hook
27905,27914,Lead Hook
27920,27928,Rear Hook
27928,27936,Lead Hook
27940,27951,Rear Hook
27954,27962,Lead Hook
27966,27974,Rear Uppercut
27975,27981,Lead Hook
27986,27993,Cross
27995,28000,Jab
28001,28008,Cross
28011,28016,Jab
28017,28022,Cross
28022,28026,Jab
28027,28033,Cross
28034,28042,Lead Hook
28043,28050,Cross
28060,28067,Cross
28068,28075,Lead Hook
28083,28091,Rear Hook
28097,28106,Lead Hook
28113,28122,Rear Hook
28123,28129,Lead Hook
28130,28136,Cross
28137,28144,Lead Hook
28177,28183,Cross
28187,28196,Cross
28220,28229,Rear Uppercut
28230,28237,Lead Hook
28238,28245,Rear Hook
28251,28258,Lead Hook
28288,28296,Rear Hook
28299,28306,Lead Hook
28307,28314,Rear Uppercut
28315,28321,Lead Hook
28330,28337,Cross
28339,28349,Lead Hook
28350,28354,Cross
28355,28362,Lead Hook
28368,28377,Cross
28381,28391,Lead Hook
28392,28403,Rear Uppercut
28404,28412,Lead Hook
28418,28428,Rear Hook
28432,28443,Lead Hook
28452,28459,Rear Hook
28460,28469,Lead Hook
28474,28481,Rear Uppercut
28482,28490,Lead Hook
28491,28497,Jab
28498,28504,Cross
28505,28510,Jab
28511,28518,Cross
28519,28523,Jab
28524,28531,Cross
28532,28538,Jab
28539,28544,Cross
28548,28558,Lead Hook
28559,28565,Cross
28565,28574,Lead Hook
28576,28585,Rear Uppercut
28586,28594,Lead Hook
28597,28611,Rear Hook
28613,28622,Lead Hook
28629,28635,Cross
28638,28646,Jab
28647,28657,Cross
28658,28667,Jab
28668,28675,Cross
28683,28693,Rear Uppercut
28694,28703,Lead Hook
28708,28719,Rear Hook
28725,28734,Lead Hook
28735,28746,Rear Uppercut
28746,28753,Lead Hook
28758,28767,Rear Hook
28774,28783,Lead Hook
28789,28799,Rear Hook
28805,28814,Lead Hook
28819,28829,Rear Hook
28834,28845,Lead Hook
28849,28859,Rear Uppercut
28860,28867,Lead Hook
28873,28884,Rear Hook
28887,28895,Jab
28895,28902,Cross
28902,28909,Jab
28910,28917,Cross
28925,28932,Cross
28932,28938,Lead Uppercut
28939,28946,Cross
28952,28964,Rear Uppercut
28996,29008,Jab
29022,29030,Jab
29031,29047,Cross
29059,29069,Jab
29084,29099,Cross
29104,29118,Lead Hook
29119,29129,Rear Hook
29138,29156,Rear Uppercut
29194,29204,Jab
29222,29238,Cross
29255,29263,Cross
29264,29282,Lead Hook
29286,29299,Cross
29307,29320,Jab
29329,29343,Cross
29353,29366,Jab
29367,29375,Jab
29377,29388,Cross
29406,29416,Cross
29417,29425,Lead Hook
29426,29437,Cross
29452,29464,Jab
29484,29495,Jab
29527,29538,Rear Hook
29610,29618,Jab
29618,29632,Lead Hook
29640,29650,Jab
29665,29674,Rear Hook
29675,29684,Lead Hook
29762,29768,Rear Hook
29769,29775,Lead Hook
29775,29779,Rear Hook
29780,29786,Lead Hook
29815,29821,Jab
29822,29828,Cross
29829,29837,Lead Hook
29859,29869,Lead Hook
29880,29887,Rear Hook
29888,29897,Lead Hook
29903,29911,Rear Uppercut
29914,29925,Lead Hook
29934,29943,Rear Hook
29951,29961,Lead Hook
29972,29981,Rear Hook
29984,29995,Rear Hook
29996,30004,Rear Uppercut
30005,30013,Jab
30021,30029,Rear Hook
30034,30045,Lead Hook
30055,30064,Rear Hook
30072,30080,Rear Uppercut
30081,30089,Lead Hook
30099,30107,Rear Hook
30115,30125,Lead Hook
30133,30139,Cross
30140,30146,Jab
30147,30153,Cross
30154,30164,Lead Hook
30169,30178,Rear Hook
30187,30194,Rear Uppercut
30195,30202,Lead Hook
30207,30214,Rear Hook
30215,30219,Jab
30220,30225,Rear Uppercut
30226,30233,Lead Hook
30234,30239,Jab
30240,30246,Cross
30247,30256,Lead Hook
30265,30273,Cross
30277,30285,Jab
30285,30291,Jab
30292,30298,Jab
30300,30307,Cross
30313,30318,Jab
30318,30321,Cross
30321,30324,Jab
30324,30326,Cross
30326,30329,Jab
30329,30332,Cross
30332,30335,Jab
30345,30350,Jab
30350,30353,Cross
30353,30355,Jab
30361,30368,Lead Hook
30371,30379,Rear Hook
30381,30390,Lead Hook
30391,30397,Rear Uppercut
30398,30404,Lead Hook
30412,30423,Rear Hook
30426,30435,Lead Hook
30443,30447,Cross
30447,30451,Jab
30451,30455,Cross
30456,30463,Lead Hook
30468,30474,Cross
30478,30487,Lead Hook
30493,30499,Cross
30499,30506,Jab
30507,30512,Rear Uppercut
30513,30521,Lead Hook
30522,30527,Jab
30528,30535,Rear Hook
30538,30545,Rear Uppercut
30546,30554,Jab
30558,30568,Rear Hook
30572,30579,Rear Uppercut
30580,30588,Lead Hook
30590,30597,Lead Uppercut
30598,30604,Rear Hook
30608,30618,Lead Hook
30623,30629,Rear Uppercut
30631,30641,Lead Hook
30646,30652,Rear Uppercut
30653,30660,Lead Hook
30667,30675,Rear Hook
30676,30684,Lead Hook
30691,30698,Rear Hook
30707,30715,Rear Uppercut
30716,30724,Lead Hook
30732,30741,Lead Hook
30743,30750,Cross
30751,30762,Lead Hook
30769,30777,Rear Hook
30791,30800,Rear Uppercut
30805,30817,Lead Hook
30823,30835,Lead Hook
30860,30866,Jab
30867,30872,Cross
30873,30877,Jab
30878,30884,Cross
30885,30894,Jab
30895,30904,Rear Uppercut
30905,30913,Lead Hook
30921,30929,Cross
30945,30951,Rear Uppercut
30952,30961,Lead Hook
30968,30978,Rear Hook
30979,30989,Lead Hook
30996,31003,Cross
31004,31009,Jab
31010,31014,Cross
31015,31023,Jab
31024,31031,Jab
31032,31037,Cross
31045,31050,Jab
31051,31058,Rear Uppercut
31059,31066,Lead Hook
31074,31084,Rear Hook
31089,31099,Lead Hook
31100,31110,Rear Uppercut
31111,31119,Lead Hook
31169,31178,Cross
31189,31199,Jab
31239,31250,Jab
31274,31285,Jab
31300,31311,Cross
31329,31339,Jab
31357,31366,Jab
31393,31403,Cross
31403,31415,Lead Hook
31430,31440,Jab
31463,31472,Cross
31474,31486,Jab
31502,31509,Jab
31510,31516,Cross
31527,31536,Rear Hook
31556,31567,Jab
31587,31595,Cross
31608,31620,Rear Uppercut
31624,31635,Jab
31638,31659,Lead Uppercut
31662,31677,Cross
31696,31707,Jab
31725,31732,Jab
31734,31742,Jab
31764,31770,Cross
31771,31784,Lead Hook
31787,31801,Rear Hook
31818,31831,Rear Hook
31841,31855,Rear Hook
32491,32501,Rear Hook
32504,32512,Rear Uppercut
32513,32519,Lead Hook
32529,32539,Rear Hook
32530,32550,Rear Uppercut
32551,32558,Lead Hook
32564,32576,Rear Hook
32577,32586,Rear Uppercut
32587,32596,Lead Hook
32601,32610,Rear Hook
32611,32622,Rear Uppercut
32623,32630,Lead Hook
32638,32648,Rear Hook
32649,32659,Rear Uppercut
32660,32668,Lead Hook
32673,32683,Rear Hook
32684,32694,Rear Uppercut
32695,32703,Lead Hook
32710,32721,Rear Hook
32722,32733,Rear Uppercut
32734,32741,Lead Hook
32749,32758,Rear Hook
32759,32771,Rear Uppercut
32772,32781,Lead Hook
32786,32797,Rear Hook
32798,32808,Rear Uppercut
32809,32817,Lead Hook
32823,32835,Rear Hook
32836,32845,Rear Uppercut
32847,32855,Lead Hook
32861,32874,Rear Hook
32875,32884,Rear Uppercut
32885,32892,Lead Hook
32899,32910,Rear Hook
32913,32923,Rear Uppercut
32924,32930,Lead Hook
32938,32949,Rear Hook
32950,32959,Rear Uppercut
32960,32969,Lead Hook
32974,32985,Rear Hook
32986,32995,Rear Uppercut
32996,33004,Lead Hook
33010,33024,Rear Hook
33025,33033,Rear Uppercut
33034,33043,Lead Hook
33050,33059,Rear Hook
33065,33073,Rear Uppercut
33074,33082,Lead Hook
33088,33098,Rear Hook
33104,33112,Rear Uppercut
33113,33121,Lead Hook
33128,33139,Rear Hook
33141,33150,Rear Uppercut
33151,33158,Lead Hook
33165,33178,Rear Hook
33180,33189,Rear Uppercut
33190,33198,Lead Hook
33205,33216,Rear Hook
33219,33229,Rear Uppercut
33230,33238,Lead Hook
33245,33255,Rear Hook
33258,33268,Rear Uppercut
33269,33277,Lead Hook
33284,33294,Rear Hook
33295,33306,Rear Uppercut
33307,33314,Lead Hook
33320,33330,Rear Hook
33333,33344,Rear Uppercut
33345,33352,Lead Hook
33358,33371,Rear Hook
33372,33381,Rear Uppercut
33382,33390,Lead Hook
33395,33407,Rear Hook
33409,33418,Rear Uppercut
33419,33428,Lead Hook
33434,33445,Rear Hook
33447,33458,Rear Uppercut
33459,33467,Lead Hook
33474,33484,Rear Hook
33486,33499,Rear Uppercut
33500,33508,Lead Hook
33512,33523,Rear Hook
33530,33540,Rear Uppercut
33541,33549,Lead Hook
33553,33565,Rear Hook
33571,33581,Rear Uppercut
33582,33589,Lead Hook
33593,33603,Rear Hook
33611,33620,Rear Uppercut
33621,33629,Lead Hook
33633,33643,Rear Hook
33649,33659,Rear Uppercut
33660,33668,Lead Hook
33672,33685,Rear Hook
33694,33704,Rear Uppercut
33705,33712,Lead Hook
33716,33727,Rear Hook
33733,33744,Rear Uppercut
33745,33753,Lead Hook
33757,33767,Rear Hook
33773,33783,Rear Uppercut
33784,33792,Lead Hook
33796,33808,Rear Hook
33815,33825,Rear Uppercut
33826,33834,Lead Hook
33838,33851,Rear Hook
33858,33868,Rear Uppercut
33869,33876,Lead Hook
33880,33893,Rear Hook
33900,33910,Rear Uppercut
33911,33919,Lead Hook
33973,33982,Jab
33983,33992,Cross
33992,34001,Jab
34002,34013,Cross
34025,34033,Jab
34034,34044,Cross
34045,34053,Jab
34054,34065,Cross
34075,34085,Jab
34086,34094,Cross
34095,34105,Jab
34106,34116,Cross
34124,34137,Jab
34138,34146,Cross
34147,34156,Jab
34157,34170,Cross
34177,34188,Jab
34189,34198,Cross
34199,34207,Jab
34208,34219,Cross
34227,34239,Jab
34240,34249,Cross
34250,34259,Jab
34260,34273,Cross
34281,34292,Jab
34293,34302,Cross
34303,34310,Jab
34311,34321,Cross
34667,34678,Rear Hook
34679,34686,Rear Uppercut
34687,34696,Lead Hook
34704,34714,Rear Hook
34716,34726,Rear Uppercut
34727,34736,Lead Hook
34745,34754,Rear Hook
34756,34765,Rear Uppercut
34766,34774,Lead Hook
34783,34793,Rear Hook
34794,34802,Rear Uppercut
34803,34812,Lead Hook
34821,34830,Rear Hook
34833,34842,Rear Uppercut
34843,34851,Lead Hook
34859,34870,Rear Hook
34872,34882,Rear Uppercut
34883,34891,Lead Hook
34898,34909,Rear Hook
34912,34921,Rear Uppercut
34922,34930,Lead Hook
34939,34948,Rear Hook
34951,34961,Rear Uppercut
34962,34972,Lead Hook
34978,34987,Rear Hook
34991,35001,Rear Uppercut
35002,35010,Lead Hook
35016,35027,Rear Hook
35030,35040,Rear Uppercut
35041,35050,Lead Hook
35056,35067,Rear Hook
35071,35080,Rear Uppercut
35081,35090,Lead Hook
35098,35105,Rear Hook
35111,35120,Rear Uppercut
35121,35130,Lead Hook
35136,35147,Rear Hook
35151,35162,Rear Uppercut
35163,35171,Lead Hook
35177,35188,Rear Hook
35193,35202,Rear Uppercut
35203,35212,Lead Hook
35215,35228,Rear Hook
35235,35243,Rear Uppercut
35244,35252,Lead Hook
35257,35268,Rear Hook
35274,35283,Rear Uppercut
35284,35292,Lead Hook
35298,35308,Rear Hook
35313,35323,Rear Uppercut
35324,35332,Lead Hook
35339,35349,Rear Hook
35354,35363,Rear Uppercut
35364,35371,Lead Hook
35376,35387,Rear Hook
35393,35402,Rear Uppercut
35403,35411,Lead Hook
35415,35427,Rear Hook
35434,35441,Rear Uppercut
35442,35450,Lead Hook
35454,35467,Rear Hook
35472,35480,Rear Uppercut
35481,35490,Lead Hook
35496,35505,Rear Hook
35510,35520,Rear Uppercut
35521,35529,Lead Hook
